src,tgt,hyp,ref,task,label
Где в Австралии вы были?,Where in Australia were you?,Where in Australia have you been?,either,MT,1
"Ты вроде говорил, что оно твоё.",I thought you said that it was yours.,You kind of said it was yours.,either,MT,0
"Если бы она знала её номер телефона, она могла бы ей позвонить.","If she knew her telephone number, she could phone her.","If she knew her phone number, she could have called her.",either,MT,0
Добавьте пояснение.,Add an explanation.,Please explain.,either,MT,0
Мы ещё далеко от цели.,Our destination is still far away.,We're still a long way from the target.,either,MT,1
Я каждый день по три часа делаю упражнения.,I practice three hours every day.,I exercise for three hours every day.,either,MT,0
"Надеюсь, ты понял.",I hope you got it.,I hope you understand.,either,MT,0
Я не могу верить тебе.,I can't trust you.,I can't believe you.,either,MT,1
Мэри обняла своего дедушку.,Mary hugged her grandpa.,Mary hugged her grandfather.,either,MT,0
Дождь шел три дня.,The rain lasted three days.,It rained for three days.,either,MT,0
Вы можете поймать рыбу?,Can you catch a fish?,Can you catch a fish?,either,MT,0
Том пришёл домой за полночь.,It was past midnight when Tom got home.,Tom came home at midnight.,either,MT,1
Том будет учить меня французскому.,Tom is going to teach me French.,Tom will teach me French.,either,MT,0
"Ты говорил, это шутка.",You said it was a joke.,You said it was a joke.,either,MT,0
Я стараюсь не читать новости.,I avoid reading the news.,I try not to read the news.,either,MT,0
Том влюблён в лучшую подругу Мэри.,Tom's in love with Mary's best friend.,Tom is in love with Mary's best friend.,either,MT,0
Ты же не хотел идти?,"You didn't want to go, did you?","You didn't want to go, did you?",either,MT,0
Том - гражданин Австралии.,Tom is an Australian citizen.,Tom is an Australian citizen.,either,MT,0
"Том говорит, что Мэри нужно больше времени.",Tom says Mary needs more time.,Tom says Mary needs more time.,either,MT,0
Ты нашёл Тому замену?,Did you find somebody to replace Tom?,Did you find a replacement for Tom?,either,MT,0
Мы этого пока не сделали.,We haven't done it yet.,We haven't done that yet.,either,MT,0
У тебя до сих пор с этим проблемы?,Are you still having trouble with that?,You still have a problem with that?,either,MT,0
Тебя никто не гонит.,No one's forcing you to leave.,No one's chasing you.,either,MT,1
Давай выйдем на балкон.,Let's go out on the balcony.,Let's go out on the balcony.,either,MT,0
Почему бы нам не встретить Тома на вокзале?,Why don't we meet Tom at the station?,Why don't we meet Tom at the station?,either,MT,0
Почему бы тебе не выпить?,Why don't you drink?,Why don't you have a drink?,either,MT,1
Принесите нам еды.,Get us some food.,Bring us some food.,either,MT,0
Сегодня третье октября.,It's October the third.,It's the third of October.,either,MT,0
Вы заговорите по-шведски.,You will speak Swedish.,You speak Swedish.,either,MT,1
Акулы едят рыбу.,Sharks eat fish.,Sharks eat fish.,either,MT,0
"Я не хочу, чтобы ты ездил.",I don't want you to go.,I don't want you to go.,either,MT,0
У Тома есть телепатические способности.,Tom has telepathic abilities.,Tom has telepathic abilities.,either,MT,0
Вы гуляли с собакой сегодня или ещё нет?,Did you take the dog out today or not yet?,Did you walk the dog today or not yet?,either,MT,0
Правда - это измена в империи лжи.,Truth is treason in the empire of lies.,Truth is betrayal in an empire of lies.,either,MT,0
"Его ужалила оса, и у него возникла аллергическая реакция.",A wasp stung him and he had an allergic reaction.,"He was bitten by a wasp, and he had an allergic reaction.",either,MT,0
Ну что ты на меня смотришь?,Why are you looking at me?,What are you looking at me for?,either,MT,0
Том действительно ужасно выглядел.,Tom really looked terrible.,Tom really looked terrible.,either,MT,0
С тобой всё только делается лучше!,You being there makes it all better!,You're just getting better!,either,MT,1
"Ты хочешь, чтобы мы пошли?",Do you want us to go?,You want us to go?,either,MT,0
"Мой первый ужин в китайском квартале был одним из таких, которые заставляют сказать: ""Господи, китайская еда такая восхитительная!""","My first dinner in Chinatown was one of those that make you say ""My gosh, Chinese food is so amazing!""","My first dinner in the Chinatown was one of those that made me say, ""Oh, my God, Chinese food is so delicious!""",either,MT,0
