src,tgt,hyp,ref,task,label
"... the <define> taxi - distance </define> between any pair of said abutments in said group is larger than four , said taxi - distance being the sum ' i+j+1 ' of the number of cords ' i ' in between abutments of said pair plus ' 1 ' and the number ' j ' of intervals between abutments of said pair along the longitudinal direction of said splice .",Alternative form of taxicab distance,(architecture) The distance between the ends of a pair of abutments.,tgt,DM,1
"Whap ! A small surfboard goes by , <define> grabbing some air </define> .",(extreme sports) To become airborne; catch air.,"(intransitive, surfing, slang) To catch a wave.",tgt,DM,1
"So Mrs. Cob — trimm'd up her locks , / Put on a <define> flirtsome </define> air ; / And Mr. Dip began to look — / And Mrs. Cob — to stare .",Marked by flirting; flirtatious,Characterized by flirting; flirtatious.,tgt,DM,0
"Compared with general population samples under the same criteria , and with their own second - degree relatives , non - <define> righthandedness </define> is in fact more frequent in twins and their first - degree relatives .",Alternative form of right-handedness,The condition of being righthanded.,tgt,DM,0
"One of the strangest places in the whole solar system is Jupiter 's <define> hypervolcanic </define> Moon lo , which seems to be a little different every time we look at it .",(volcanology) Relating to a hypervolcano.,(astronomy) Of or pertaining to a volcano.,tgt,DM,0
"[ If ] the economic literature of the eighteenth century is examined in terms other than the narrow categories of free trade and protection , the <define> artificial </define> division between the seventeenth and the eighteenth centuries would break down .","Not natural or normal: imposed arbitrarily or without regard to the specifics or normal circumstances of a person, a situation, etc.",Of or pertaining to an artificial distinction.,tgt,DM,1
"Because <define> unremittent </define> tension is maintained in the contractile apparatus for as long as cytochalasin is present , it may properly be designated as a contracture .",Unremitting.,Notittent.,tgt,DM,1
"To show he does n’t do his fair share of work , I ’ve set him an <define> elephant trap </define> . If he falls in he ’ll look like a clown .","A trap which can easily be avoided by a competent person, and thus proves the incompetence of anybody trapped by it.",(idiomatic) A situation in which a person is trapped in a situation in which he or she cannot escape.,tgt,DM,1
<define> embryoless </define> seeds,Without embryo.,Without an embryo.,tgt,DM,0
"Prior to the Glacial Ages there developed out of a generalized <define> rangiferine </define> ancestor in possession of the whole of boreal Eurasia and North America a number of local "" reindeers "" , and "" caribous "" , of which one held generally Europe ( Barren Ground Reindeer ) , the other ( Woodland Reindeer ) generally Siberia .","Relating to, or resembling, the reindeer or caribou.","Of, pertaining to, or resembling a reindeer.",tgt,DM,0
The bed itself was a double one ; it had as much brass work about it as a marine engine . Under the white counterpane it looked chaste and <define> unconnubial </define> .,Not connubial.,Not nubile.,tgt,DM,1
"[ … ]   He took away the frame itself , as well as the notice . Mr. MacCulloch . I recollect Mr. Dobrée stating that his reason for taking the cadre was , that the notice was pasted , and that he could not <define> unpaste </define> it .",(transitive) To remove or take down (something pasted); to unstick.,(transitive) To remove the paste from (something).,tgt,DM,1
"They present cool ideas at semiformal gatherings like Code Con , an <define> ultrageeky </define> show - and - tell held at San Francisco 's DNA Lounge last month .",Exceptionally geeky.,(informal) Extremely geeky.,tgt,DM,0
5 basic bro - type handphone addicts you can <define> confirm plus chop </define> find in S'pore,"(Singapore, colloquial) absolutely, definitely, guaranteed",(slang) To have sex with.,tgt,DM,1
[ … ]   hype merchants of the computing world are up and running off towards the horizon before the IS workers toiling away at the <define> code face </define> are even crawling .,"(computing, informal) The place where programmers develop source code (as opposed to conceptually distant areas such as design and marketing).",(computing) The face of a computer program.,tgt,DM,1
"In cruell fight on lybicke Ocean wide , / Espye a traueiler with feet <define> surbet </define>",(obsolete) surbated; bruised,(obsolete) Surrounded; surrounded.,tgt,DM,1
"Since industry is the principal supporter and indirectly financiers of the regulating bodies , the response by said group is veritably <define> lukecold </define> to those who fall in the human sub - set of sensitive reactions to pesticides .",(rare) Not very enthusiastic (about a proposal or an idea) (and less enthusiastic than lukewarm would imply).,(figuratively) Very cold; unfeeling.,tgt,DM,1
The absence of <define> tierods </define> where they should be used is one of the most frequent hazards in existing piping systems . This section will show the conditions which require tierods to make a piping system safe   [ … ],Alternative form of tie rod,Alternative form of tierod (“pipe”),tgt,DM,1
"IN is legendary because until IZ , he had the most two - letter <define> throwies </define> in history .","(slang) A throw-up; a piece of graffiti produced relatively quickly, generally with a single-colour outline and one layer of fill colour.",(colloquial) A throw.,tgt,DM,1
"[ ... ] if I thought the sentiments of your last letter were not the sentiments of a <define> sickly </define> moment — if I could be made to believe , for an instant , that they proceeded from you , in a sober , reflecting condition of your mind — I should give you over as incurable ,",(obsolete) Marked by the occurrence of illness or disease (of a period of time).,(obsolete) Sickly.,tgt,DM,0
"Chandler commanded a spotlight at the far end of the stage at Picker ’s Supply Concert Hall downtown last Friday night . There , he was loudly ranting about a commercial wasteland he called the “ United States of <define> Generica </define> . ”","Features of the landscape such as fire hydrants, letterboxes, fast-food chains, streets called ""Main"", etc., that are the same throughout the United States.",(slang) The United States of America.,tgt,DM,1
"Since the mid-1980s , when Indonesia first began to clear its bountiful forests on an industrial scale in favour of lucrative palm - oil plantations , “ haze ” has become an almost annual occurrence in South - East Asia . The cheapest way to clear logged woodland is to burn it , producing an acrid cloud of foul white smoke that , carried by the wind , can cover hundreds , or <define> even </define> thousands , of square miles .","In reality; implying an extreme example in the case mentioned, as compared to the implied reality.",(colloquial) Used as an intensifier.,tgt,DM,1
